Food_items,calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,water,sugars,VegNovVeg,Breakfast,Lunch,Dinner,Vegan
"NABISCO, Cookie Crumb Topping, NABISCO OREO CRUNCHIES",476,22,528,0,24,4.9,194,4.78,70.23,3.2,1.57,36,0,0,0,1,1
"McDONALD'S, NEWMAN'S OWN Low Fat Balsamic Vinaigrette",86,5.9,1562,0,8,0.28,20,0.19,24.65,0.4,66.05,6.74,0,1,0,0,1
"Ground turkey, pan-broiled crumbles, 7% fat, 93% lean",213,12,90,8,31,1.56,304,27.1,0,0,61.05,0,1,0,1,1,0
"Ice creams, All Natural Light French Vanilla, BREYERS",173,5.6,73,0,155,0.21,0,4.82,26.03,0.2,62.71,21.11,0,0,1,1,1
"Flan, prepared with 2% milk, dry mix, caramel custard",103,1.7,113,36,113,0.06,163,2.99,18.82,0,75.71,0,0,1,1,0,1
"Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs",349,1.8,8,0,43,2.5,222,10,79,6,3,21.8,0,1,0,1,1
"Margarine, without salt, stick, composite, 80% fat, regular",717,81,2,0,3,0.06,18,0.16,0.7,0,16.52,0,0,0,0,1,1
"Chicken, stewed, cooked, meat only, leg, broilers or fryers",185,8.1,78,5,11,1.4,190,26.26,0,0,66.44,0,1,0,1,1,0
"Nuts, shredded, sweetened, dried (desiccated), coconut meat",501,35,262,0,15,1.92,337,2.88,47.67,4.5,12.55,43.17,1,1,0,1,0
"CAMPBELL'S Red and White, condensed, Chicken Vegetable Soup",63,0.8,706,0,16,0.29,127,2.38,11.9,1.6,83.2,2.38,1,1,1,0,0
"Pork, raw, separable lean and fat, boneless, Shoulder breast",127,3.4,54,0,7,0.89,378,22.54,0,0,74.37,0,1,1,1,0,0
"Turnip greens, without salt, drained, boiled, cooked, frozen",29,0.4,15,0,152,1.94,224,3.35,4.98,3.4,90.4,0.75,0,1,0,0,1
"Pork, raw, separable lean only, shank half, leg (ham), fresh",119,3,90,11,12,0.77,329,21.66,0,0,74.88,0,1,1,1,0,0
"SPAGHETTIOS, SpaghettiOs RavioliOs Beef Ravioli in Meat Sauce",106,3.2,433,16,16,0.71,0,4.37,15.08,1.6,76.1,3.57,1,1,1,0,0
"USDA Commodity, unheated, cooked as purchased, salmon nuggets",189,10,167,0,9,1.46,161,11.97,11.85,0,64.57,0,0,0,1,1,1
"Cereals ready-to-eat, Organic FLAX PLUS flakes, NATURE'S PATH",350,5.5,458,0,55,5.89,501,11.91,75.27,16.6,3.4,12.25,0,1,0,1,1
"Beef, simmered, cooked, kidneys, variety meats and by-products",158,4.7,94,45,19,5.8,135,27.27,0,0,66.88,0,1,0,1,1,0
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Multi-grain, KELLOGG",364,1.3,606,129,36,29,250,7.59,86.59,9.6,3,20.7,0,1,0,1,1
"Cereals, dry, fruit and cream variety, Instant Oatmeal, QUAKER",379,6.4,499,0,307,11.3,280,8.3,75.42,6,6.56,31.27,0,1,0,1,1
"Soup, prepared with equal volume water, canned, mushroom barley",30,0.9,365,0,5,0.21,38,0.77,4.8,0.3,92.4,0,0,1,1,0,1
"Frozen yogurts, sweetened without sugar, nonfat milk, chocolate",107,0.8,81,0,159,0.04,339,4.4,19.7,2,73.5,12.61,0,1,1,0,1
"Cereals, dry, Maple & Brown Sugar Hot Wheat Cereal, MALT-O-MEAL",368,0.5,5,0,318,31.29,130,8.82,80.52,1.8,5.9,28,0,1,0,1,1
"Wheat flour, enriched, bleached, 13% protein, white (industrial)",362,1.4,2,0,24,5.06,128,13.07,72.2,2.4,12.82,1.1,0,0,0,1,1
"Wheat flour, enriched, bleached, 15% protein, white (industrial)",362,1.4,2,0,17,5.06,120,15.33,69.88,2.4,12.85,0.92,0,0,0,1,1
"Light Ice Cream, blended with milk chocolate candies, soft serve",182,6.5,54,0,135,0.27,208,4.02,26.82,0.2,61.74,24.37,0,0,1,1,1
"Chicken, stewed, cooked, meat and skin, wing, broilers or fryers",249,17,67,5,12,1.13,139,22.78,0,0,62.18,0,1,0,1,1,0
"Pork, unheated, separable lean and fat, center slice, ham, cured",203,13,1386,0,7,0.75,337,20.17,0.05,0,63.46,0,1,0,1,1,0
"Fast foods, regular patty; with condiments, cheeseburger; double",282,16,617,7,150,2.35,226,16.24,17.97,0.9,47.16,4.16,0,0,1,1,1
"Fast Food, thin crust, pepperoni topping, 14"" pizza, Pizza Chain",331,18,875,0,216,1.95,223,14.01,29,2.3,36.05,3.22,0,0,1,1,1
"Fast foods, meatball marinara on white bread, submarine sandwich",219,8.5,437,1,176,2.32,275,9.77,26.01,2.1,53.59,4.98,1,0,1,1,0
"Beef, raw, separable lean only, striploin, imported, New Zealand",150,7,47,8,4,1.61,309,20.93,0.74,0,70.41,0,1,1,1,0,0
"Beef, fast roasted, cooked, ribs prepared, imported, New Zealand",197,9.7,58,12,18,2.21,363,27.23,0.09,0,61.82,0,1,0,1,1,0
"Beverages, ready-to-drink, nutritional drink, Boost plus, NESTLE",138,5.4,77,92,135,1.73,138,5.38,17.29,1.2,71.1,8.46,0,1,1,0,1
"Soup, prepared with equal volume water, canned, turkey vegetable",30,1.3,376,0,7,0.32,73,1.28,3.58,0.2,92.89,0,1,1,1,0,0
"Snacks, nacho cheese, made with olestra, low fat, tortilla chips",318,3.5,705,0,128,4.8,396,8.44,65.22,6.4,1.66,2.82,0,0,0,1,1
"Puddings, prepared with 2% milk, instant, dry mix, coconut cream",107,2.3,246,0,102,0.15,132,2.9,19.2,0.1,74.4,0,0,1,1,0,1
"Game meat, raw, separable lean only, shoulder clod, chuck, bison",119,3.2,62,0,5,2.88,353,21.12,0,0,75.5,0,1,1,1,0,0
"Beef, raw, separable lean only, hind shin, imported, New Zealand",114,3.1,63,0,4,2.04,326,21.46,0,0,74.57,0,1,1,1,0,0
"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust",273,11,518,0,210,2.34,178,13.59,31.01,1.7,42.57,3.76,0,0,1,1,1
"Veal, grilled, cooked, separable lean only, blade chop, shoulder",159,5.5,113,40,21,1.65,245,27.33,0,0,66.44,0,0,0,1,1,1
"Cereals ready-to-eat, KELLOGG'S MARSHMALLOW FROOT LOOPS, KELLOGG",376,2.8,393,138,9,15.5,95,4.59,89.3,7.4,2.5,49.9,0,1,0,1,1
"Veal, grilled, cooked, boneless, cutlet, cap off, top round, leg",151,2.6,88,23,6,1.39,323,31.89,0,0,65.32,0,0,0,1,1,1
"Peas, with salt, drained, boiled, cooked, sprouted, mature seeds",98,0.5,239,0,26,1.67,268,7.05,17.08,0,74.37,0,0,1,0,0,1
"Cookies, special dietary, with creme filling, chocolate sandwich",461,22,342,0,98,4.72,295,4.5,68,4.1,4.2,19.73,0,0,1,1,1
"Veal, raw, separable lean only, bone-in, hind, shank, Australian",122,4.5,98,0,17,3.08,0,20.37,0,0,75.38,0,0,1,1,0,1
"DIGIORNO Pizza, baked, frozen, thin crispy crust, cheese topping",247,9.9,506,0,275,0.68,233,12.96,26.47,3,48.15,0,0,0,1,1,1
"Babyfood, strained, with applesauce and bananas, oatmeal, cereal",74,0.7,3,0,9,5.65,47,1.3,15.4,0.8,82.2,10.49,0,1,0,0,1
"Milk, without added vitamin A and vitamin D, evaporated, canned",135,7.6,106,6,261,0.19,303,6.81,10.04,0,74.04,10.04,0,1,1,0,1
"French toast, made with low fat (2%) milk, prepared from recipe",229,11,479,0,100,1.67,134,7.7,25,0,54.7,0,0,1,1,1,1
"Cereals ready-to-eat, CHOCO ZUCARITAS, KELLOGG'S FROSTED FLAKES",387,3.5,515,133,7,15,179,5.1,85.1,1.4,2.65,38.1,0,1,0,1,1
"Salmon, without skin and bones, drained solids, canned, sockeye",158,5.9,386,859,37,0.48,312,26.33,0,0,67.78,0,0,0,1,1,1
"Doughnuts, plain (includes unsugared, old-fashioned), cake-type",434,25,477,0,40,2.53,134,5.31,47.06,1.7,20.82,18.15,0,1,0,1,1
"Chicken, stewed, cooked, meat and skin, leg, broilers or fryers",220,13,73,5,11,1.35,176,24.17,0,0,64.01,0,1,0,1,1,0
"Seeds, from raw and stone ground kernels, tahini, sesame butter",570,48,74,0,420,2.51,414,17.81,26.19,9.3,3,0,0,0,0,1,1
"Bread, made with low fat (2%) milk, prepared from recipe, white",285,5.7,359,0,57,2.97,146,7.9,49.6,2,35.3,0,0,0,0,1,1
"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",384,5.9,214,83,40,3.8,308,8.9,76.6,11.1,6.2,25.5,0,1,0,1,1
"Popcorn, made with palm oil, regular (butter) flavor, microwave",535,30,763,0,23,2.06,393,8.38,57.26,10,0.9,0.3,0,0,0,1,1
"NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes",305,1.1,174,0,30,2.78,111,5,74.25,1.6,17.65,43.38,0,0,0,1,1
"Cereals ready-to-eat, Blueberry MUFFIN TOPS Cereal, MALT-O-MEAL",443,11,462,130,338,34.29,179,4.9,79.91,4.7,1.1,35.36,0,1,0,1,1
"Pizza, cooked, frozen, rising crust, meat and vegetable topping",271,12,640,0,155,1.36,189,12.63,28.78,2.3,44.24,7.26,1,0,1,1,0
"Cereals, dry, Hearty Honey & Cinnamon, KASHI GO LEAN Hot Cereal",367,5.3,273,0,66,3.7,586,18.39,68,12,5.9,17.7,0,1,0,1,1
"Pork, raw, separable lean and fat, shank half, leg (ham), fresh",193,12,84,20,12,0.69,329,19.87,0,0,67.69,0,1,0,1,1,0
"Crackers, unsalted tops (includes oyster, soda, soup), saltines",434,12,766,0,119,5.4,128,9.2,71.5,3,4.1,0,0,0,1,1,1
"Rice, with salt, unenriched, cooked, regular, long-grain, white",130,0.3,382,0,10,0.2,35,2.69,28.17,0.4,68.44,0.05,0,1,1,0,1
"Winged bean, with salt, drained, boiled, cooked, immature seeds",37,0.7,240,0,61,1.09,274,5.31,3.21,0,90.11,0,0,1,0,0,1
"Soup, prepared with equal volume milk, canned, cream of chicken",77,4.6,362,0,73,0.27,110,3.01,6.04,0.1,84.83,0,1,1,1,0,0
"Pokeberry shoots, without salt, drained, boiled, cooked, (poke)",20,0.4,18,0,53,1.2,184,2.3,3.1,1.5,92.9,1.6,0,1,0,0,1
"Cereals ready-to-eat, CHOCOLATE MARSHMALLOW MATEYS, MALT-O-MEAL",392,3.7,368,133,267,24,183,3.5,88.18,2.5,2,55.45,0,1,0,1,1
"Nuts, without salt added, with peanuts, dry roasted, mixed nuts",607,54,4,0,87,3.73,643,19.5,22.42,6.4,2.13,5,0,1,0,1,1
"Nuts, without salt added, with peanuts, oil roasted, mixed nuts",607,54,5,0,117,2.61,632,20.04,21.05,7,2.08,4.15,0,1,0,1,1
"Potatoes, whole milk and margarine added, home-prepared, mashed",113,4.2,333,7,21,0.26,326,1.96,16.94,1.5,75.25,1.41,0,1,1,0,1
"Sandwich spread, unspecified oils, regular, with chopped pickle",389,34,1000,4,14,0.2,35,0.9,22.4,0.4,40.8,15.18,0,0,1,1,1
"Soup, prepared with equal volume water, canned, cream of shrimp",36,2.1,391,0,9,0.21,24,1.11,3.27,0.1,92.38,0.24,1,1,1,0,0
"Soup, prepared with equal volume water, canned, cream of potato",30,1,238,0,8,0.2,56,0.72,4.7,0.2,92.49,0,0,1,1,0,1
"Cereals ready-to-eat, PEANUT BUTTER TOAST CRUNCH, GENERAL MILLS",410,9.8,452,129,323,14.5,264,8.19,76.19,5.5,2.59,27.1,0,1,0,1,1
"Cereals, reduced sugar, Cinnamon Spice, Instant Oatmeal, QUAKER",358,6.1,760,0,313,12,329,11.26,69.45,8.8,8.45,11.91,0,1,0,1,1
"Cereals ready-to-eat, original spoon-size, Shredded Wheat, POST",351,2.1,2,0,58,2.5,387,11.8,81.4,12.4,3,0.9,0,1,0,1,1
"MARTHA WHITE FOODS, dry, Martha White's Chewy Fudge Brownie Mix",407,6.2,457,0,17,3.81,51,4.42,83.58,2.9,4,54.76,0,0,0,1,1
"Pork, roasted, cooked, separable lean and fat, spareribs, fresh",361,31,91,88,19,1.43,265,20.89,0,0,48.11,0,1,0,0,1,0
"CAMPBELL'S Red and White, condensed, Chicken and Dumplings Soup",56,2,603,0,0,0.29,0,2.38,7.94,0.8,86.4,0.79,1,1,1,0,0
"Beef, boiled, cooked, manufacturing beef, imported, New Zealand",126,3.3,32,5,6,1.78,193,24.21,0,0,73.1,0,1,1,1,0,0
"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",409,7.3,417,125,35,33.8,211,7.7,79.6,5.5,2.9,20,0,1,0,1,1
"Potatoes, unprepared, extruded, par fried, french fried, frozen",260,15,490,0,9,1.32,430,2.83,30.15,2.9,49.94,0,0,0,0,1,1
"Puddings, prepared with whole milk, instant, dry mix, chocolate",111,3.1,284,0,102,0.29,166,3.1,18.8,1,73.6,0,0,1,1,0,1
"Puddings, prepared with whole milk, regular, dry mix, chocolate",120,3.2,98,44,106,0.34,150,3.16,19.64,0.8,73.13,11.96,0,1,1,0,1
"Cereals, dry, unenriched, regular and quick, yellow, corn grits",371,1.2,1,0,2,1,137,8.8,79.6,1.6,10,0.64,0,1,0,1,1
"Veal, raw, separable lean only, whole (arm and blade), shoulder",112,3,92,0,22,0.9,311,19.79,0,0,76.58,0,0,1,1,0,1
"Soup, prepared with equal volume water, canned, cream of celery",37,2.3,254,0,16,0.26,50,0.68,3.62,0.3,92.27,0,0,1,1,0,1
"Cereals ready-to-eat, Caramel Delight, FIBER ONE, GENERAL MILLS",344,5.8,470,80,200,28.79,259,5.8,82.69,19.1,2.75,20.79,0,1,0,1,1
"CAMPBELL'S Red and White, condensed, Creamy Chicken Noodle Soup",97,5.7,702,0,16,0.29,56,3.23,8.87,3.2,79.1,0.81,1,1,1,0,0
"Cereals, dry, with cinnamon and spice, fortified, instant, oats",369,4.8,434,0,234,8.46,284,9.53,76.08,8,6.92,25.33,0,1,0,1,1
"KASHI, Frozen Entree, Chicken and Chipotle BBQ Sauce with Mango",108,2.1,219,0,23,0.8,186,5.3,17.6,2.2,72.62,4.7,1,1,1,0,0
"POPEYES, meat and skin with breading, Wing, Mild, Fried Chicken",338,22,788,0,31,1.38,245,20.4,13.52,0.6,40.9,0,1,0,1,1,0
"Candies, milk chocolate with honey and almond nougat, TOBLERONE",525,29,54,0,126,1.6,260,5.71,61.21,2.5,3.28,55.74,0,0,0,1,1
"Turnover, unprepared, frozen, tomato-based sauce, cheese-filled",235,9.5,598,5,276,1.85,179,10.24,27.29,1.6,50.38,7.87,0,0,1,1,1
"Dessert topping, 1.5 ounce prepared with 1/2 cup milk, powdered",194,13,66,38,90,0.04,151,3.61,17.13,0,65.74,17.13,0,0,1,1,1
"CAMPBELL'S Red and White, condensed, Italian Style Wedding Soup",71,2,643,0,32,0.57,0,3.17,9.52,2.4,83.2,1.59,0,1,1,0,1
"Brussels sprouts, without salt, drained, boiled, cooked, frozen",42,0.4,15,0,26,0.48,290,3.64,8.32,4.1,86.74,2.08,0,1,0,0,1
"Babyfood, prepared with whole milk, with bananas, mixed, cereal",86,3.5,48,47,153,3.63,178,3.82,10,0.4,81.81,5.9,0,1,0,0,1
"USDA Commodity, cooked, frozen, ground bulk/coarse ground, beef",259,16,95,0,9,3.01,333,26.06,0,0,56.49,0,1,0,0,1,0
"Chicken, raw, with added solution, skin (drumsticks and thighs)",386,38,139,14,7,0.51,101,11.11,0.01,0,50.37,0,1,0,1,1,0
"Beans, without salt, boiled, cooked, mature seeds, black turtle",130,0.4,3,0,55,2.85,433,8.18,24.35,8.3,65.74,0.32,0,1,1,0,1
"KELLOGG'S, Frosted Chocolate Baked Bites, POP-TARTS MINI CRISPS",438,12,487,0,0,7.8,160,5,78.9,2.2,2.5,35.8,0,0,0,1,1
"Salmon, smoked (Alaska Native), filets with skin, red (sockeye)",345,11,51,0,58,1.06,960,60.62,0,0,23.93,0,0,0,0,1,1
"Cake, special dietary (includes lemon-flavored), dry mix, white",397,8.4,260,0,26,1.99,149,3,79.6,0,6,0,0,0,0,1,1
"KELLOGG'S, Frosted Blueberry Muffin Toaster Pastries, POP-TARTS",397,11,398,0,0,3.6,65,4,70.9,1.1,12.8,27.6,0,1,0,1,1
"Chicken, roasted, cooked, meat only, breast, broilers or fryers",165,3.6,74,5,15,1.04,256,31.02,0,0,65.26,0,1,0,1,1,0
"Nuts, with salt added, without peanuts, oil roasted, mixed nuts",615,56,306,0,106,2.57,544,15.52,22.27,5.5,3.15,4.38,0,1,0,1,1
"Wheat flour, enriched, bleached, 9% protein, white (industrial)",367,1.4,2,0,20,5.06,131,8.89,77.32,0,11.85,0.54,0,0,0,1,1
"KEEBLER, bite-size, Chocolate Chip Cookies, CHIPS DELUXE, GRIPZ",473,19,385,0,0,3.7,152,5.3,71.3,2.5,2.7,31.4,0,0,0,1,1
"Buffalo, cooked (Shoshone Bannock), top round steak, free range",146,1.8,41,0,4,3.76,376,32.51,0,0,64.28,0,1,1,1,0,0
"Elk, cooked (Shoshone Bannock), eye of round, roast, free range",148,2.9,50,0,4,2.68,369,30.56,0,0,64.58,0,0,1,1,0,1
"Margarine, tub, 67-70% fat, margarine-like vegetable oil spread",606,68,536,0,0,0,0,0.07,0.59,0,29.52,0,0,0,0,1,1
"Infant formula, ready-to-feed, LACTOFREE, ENFAMIL, MEAD JOHNSON",63,3.5,19,40,53,1.18,72,1.38,7.18,0,88.35,7.18,0,1,0,0,1
"Peas and carrots, without salt, drained, boiled, cooked, frozen",48,0.4,68,0,23,0.94,158,3.09,10.12,3.1,85.8,4.36,0,1,0,0,1
"Babyfood, Real Fruit Bars, GERBER GRADUATE FRUIT  STRIPS, snack",330,2.2,14,0,18,1.05,312,0.82,76.61,2,19.09,68.65,0,1,0,1,1
"Infant formula, ready-to-feed, with iron, ENFAMIL, MEAD JOHNSON",63,3.5,18,40,51,1.18,71,1.38,7.2,0,88,7.18,0,1,0,0,1
"Pork, raw, separable lean only, country-style ribs, loin, fresh",140,5.6,67,22,21,0.9,338,20.76,0,0,72.84,0,1,1,1,0,0
"Pork, roasted, separable lean only, arm picnic, shoulder, cured",170,7,1231,35,11,1.08,292,24.94,0,0,63.86,0,1,0,1,1,0
"Potatoes, unprepared, frozen, salt added in processing, roasted",130,1.8,298,0,15,0.5,450,2.22,26.15,2.6,68.08,0.69,0,1,1,0,1
"Pork, braised, cooked, separable lean and fat, spareribs, fresh",397,30,93,104,47,1.85,320,29.06,0,0,40.42,0,1,0,0,1,0
"Pie crust, made with enriched flour, unbaked, frozen, deep dish",468,29,353,0,20,2.26,91,5.52,46.79,1.4,17.78,0,0,0,0,1,1
"Beef, pan-broiled, cooked, patty, 97% lean meat /3% fat, ground",144,3.7,69,2,7,2.89,382,26.03,0,0,68.68,0,1,1,1,0,0
"Beef, pan-broiled, cooked, patty, 93% lean meat /7% fat, ground",182,8,72,2,11,2.82,371,25.56,0.06,0,65.29,0,1,0,1,1,0
"Infant Formula, powder, Newborn, Premium, ENFAMIL, MEAD JOHNSON",514,27,138,380,400,9.2,550,10.8,57,0,2.5,57,0,0,0,1,1
"Infant formula, ready-to-feed, PROTECT PLUS, GOOD START, GERBER",65,3.4,18,39,44,0.98,71,1.44,7.17,0,87.86,7.17,0,1,0,0,1
"Infant Formula, ready-to-feed, GENTLE PLUS, GERBER GOOD START 2",66,3.3,18,39,125,1.31,71,1.44,7.61,0,87.5,7.61,0,1,0,0,1
"Beef, raw, separable lean and fat, flank, imported, New Zealand",161,8.9,46,6,4,1.53,323,20.12,0,0,71.79,0,1,0,1,1,0
"Fast Food, thick crust, sausage topping, 14"" pizza, Pizza Chain",282,13,637,0,143,2.45,190,11.06,30.36,2.3,43.22,2.82,1,1,1,1,0
"Pork, unheated, separable lean only, bone-in, shank, ham, cured",125,3.2,846,0,6,0.99,364,23.79,0.18,0,69.79,0,1,1,1,0,0
"Pork, unheated, separable lean only, bone-in, slice, ham, cured",130,3.6,760,0,13,1.23,370,24.36,0,0,69.97,0,1,1,1,0,0
"MORNINGSTAR FARMS Breakfast Sausage Patties, unprepared, frozen",210,7.9,671,0,44,4.5,328,25.8,8.8,4.1,54.4,1.7,1,1,1,1,0
"Game meat, raw, 1"" steak, separable lean only, top round, bison",122,2.4,47,0,5,2.66,390,23.32,0,0,73.95,0,1,1,1,0,0
"Succotash, with salt, drained, boiled, cooked, (corn and limas)",111,0.8,253,0,17,1.52,410,5.07,24.37,0,68.37,0,0,1,1,0,1
"Pigeon peas (red gram), with salt, boiled, cooked, mature seeds",121,0.4,241,0,43,1.11,384,6.76,23.25,6.7,68.55,0,0,1,1,0,1
"Crustaceans, made from surimi, imitation, mixed species, shrimp",101,1.5,705,0,19,0.6,89,12.39,9.13,0,74.91,0,1,1,1,0,0
"Peas, with salt, drained, boiled, cooked, frozen, edible-podded",50,0.4,241,0,59,2.4,217,3.5,8.43,3.1,86.6,4.82,0,1,0,0,1
"Cookies, special dietary, commercially prepared, chocolate chip",450,17,244,0,46,3.5,199,3.9,73.4,1.6,5.1,39.81,0,0,0,1,1
"Cereals, dry, blueberry hazelnut, REAL MEDLEYS, oatmeal, QUAKER",386,9.8,337,0,64,3.08,317,9.81,69.47,7.7,7.47,18.71,0,1,0,1,1
"Lamb, soaked and simmered, cooked, heart, imported, New Zealand",161,6.2,67,2,5,4.94,187,26.26,0,0,66.65,0,1,0,1,1,0
"Candies, SKITTLES Original Bite Size Candies, MARS SNACKFOOD US",405,4.4,15,0,0,0,12,0.19,90.78,0,3.83,75.84,0,0,0,1,1
"Cookies, made with butter, prepared from recipe, chocolate chip",488,28,341,0,38,2.48,221,5.7,58.2,0,5.7,0,0,0,0,1,1
"Cheese food, vitamin D fortified, American, pasteurized process",330,26,1284,102,682,0.26,255,16.86,8.56,0,44,5.59,0,0,0,1,1
"Cheese, fortified with vitamin D, American, pasteurized process",366,31,1671,301,1045,0.63,132,18.13,4.78,0,39.61,2.26,0,0,0,1,1
"Margarine-like, with salt, stick, 60% fat, vegetable oil spread",537,60,785,0,21,0,30,0.12,0.69,0,36.95,0,0,0,0,1,1
"Turkey, roasted, cooked, meat and skin, drumstick, retail parts",197,9.4,112,13,16,1.58,254,28.21,0,0,62.57,0,1,0,1,1,0
"CAMPBELL'S Soup on the Go, Cheesy Potato with Bacon Flavor Soup",43,2,292,0,7,0.12,0,0.66,5.25,0.3,90.3,1.31,1,1,1,0,0
"Corn, solids and liquids, no salt added, canned, yellow, sweet",61,0.8,12,0,4,0.36,136,1.95,13.86,1.7,82.61,4.15,0,1,0,0,1
"Candies, COCOAVIA Chocolate Covered Almonds, MARS SNACKFOOD US",573,37,9,0,840,3.56,0,9.51,50.22,10.4,1.5,26.92,0,0,0,1,1
"Cereals ready-to-eat, KELLOGG'S FROSTED RICE KRISPIES, KELLOGG",384,0.4,371,200,6,18,59,4.3,91.3,0.5,2.5,40.2,0,1,1,1,1
"Infant Formula, powder, Infant, Premium, ENFAMIL, MEAD JOHNSON",510,27,138,300,390,9.2,550,10.8,57,0,2.4,57,0,0,0,1,1
"KELLOGG'S, Frosted Wild Strawberry Toaster Pastries, POP-TARTS",391,9.7,333,0,0,3.6,53,3.9,72.1,1.3,12.75,30.6,0,1,0,1,1
"Lima beans, with salt, drained, boiled, cooked, immature seeds",123,0.3,253,0,32,2.45,570,6.81,23.64,5.3,67.17,1.63,0,1,1,0,1
"Cereals ready-to-eat, spoon-size, Shredded Wheat n' Bran, POST",339,2.1,0,0,44,3.87,391,10.93,80.65,14.7,3.14,0.75,0,1,0,1,1
"Pork, raw, separable lean and fat, arm picnic, shoulder, fresh",193,13,84,30,12,0.57,413,18.71,0,0,68.34,0,1,0,1,1,0
"Veal, braised, cooked, pancreas, variety meats and by-products",256,15,68,0,18,2.38,278,29.1,0,0,55.7,0,1,0,0,1,0
"Lamb, braised, cooked, pancreas, variety meats and by-products",234,15,52,0,12,2.12,291,22.83,0,0,59.65,0,1,0,1,1,0
"Broadbeans, with salt, drained, boiled, cooked, immature seeds",62,0.5,277,0,18,1.5,193,4.8,10.1,0,83.7,0,0,1,0,0,1
"Soup, prepared with equal volume milk, canned, cream of potato",60,2.6,230,0,67,0.22,130,2.33,6.92,0.2,86.67,0,0,1,1,0,1
"Cereals ready-to-eat, Honey Almond Flax, KASHI GO LEAN CRUNCH!",379,9.9,268,0,75,2.8,620,16.79,66.9,15,3.65,22.2,0,1,0,1,1
"Pork, raw, separable lean and fat, rump half, leg (ham), fresh",182,11,73,18,12,0.62,356,20.27,0,0,68.64,0,1,0,1,1,0
"Beans, without salt, boiled, cooked, mature seeds, small white",142,0.6,2,0,73,2.84,463,8.97,25.81,10.4,63.24,0,0,1,1,0,1
"Chicken, simmered, cooked, meat only, neck, broilers or fryers",179,8.2,64,5,44,2.63,140,24.56,0,0,67.05,0,1,0,1,1,0
"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",179,8.2,106,7,9,1.13,269,24.76,0,0,67,0,1,0,1,1,0
"Soup, prepared with equal volume milk, canned, cream of celery",66,3.9,272,0,75,0.28,125,2.29,5.86,0.3,86.46,0,0,1,1,0,1
"MORNINGSTAR FARMS California Turk'y Burger, unprepared, frozen",155,7.7,690,0,80,2.5,531,14.9,12.6,7.6,62.6,1.8,0,0,1,1,1
"Pork loin, lean only, cooked-roasted, bone-in, backribs, fresh",255,18,98,46,44,0.96,249,24.15,0,0,57.58,0,1,0,0,1,0
"Beef, raw, separable lean and fat, flat, imported, New Zealand",177,11,49,1,5,1.84,283,20.57,0,0,68.68,0,1,0,1,1,0
"Oil, all purpose salad or cooking, industrial and retail, corn",900,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Frostings, prepared with margarine, dry mix, creamy, chocolate",404,13,163,0,12,0.93,143,1.1,71.02,1.9,14.07,0,0,0,0,1,1
"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",430,25,298,0,94,1.8,95,7.1,45.7,2,20.4,25.87,0,1,0,1,1
"Cereals ready-to-eat, STRAWBERRY FIELDS, KASHI ORGANIC PROMISE",358,0.7,337,0,14,1.8,123,9.4,83.5,5,3.1,20.5,0,1,0,1,1
"CAMPBELL'S CHUNKY Soups, Slow Roasted Beef with Mushrooms Soup",48,0.6,339,0,8,0.44,0,3.27,7.35,1.2,87.1,2.04,1,1,1,0,0
"CAMPBELL'S CHUNKY Soups, Grilled Steak- Steak Chili with Beans",81,1.2,355,0,16,0.73,0,6.53,11.02,2.9,80,3.67,1,1,1,0,0
"MARTHA WHITE FOODS, dry, Martha White's Buttermilk Biscuit Mix",388,13,1295,0,168,4.06,212,7.81,59.41,1.5,10,4.46,0,0,0,1,1
"Soup, prepared with equal volume water, canned, vegetable beef",31,0.8,349,0,8,0.45,69,2.23,4.06,0.8,91.8,0.45,1,1,1,0,0
"CAMPBELL'S CHUNKY Soups, Baked Potato with Steak & Cheese Soup",82,4.1,343,0,8,0.59,0,3.27,8.57,1.2,82.3,1.22,1,1,1,0,0
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Red Berries, KELLOGG",358,1.3,619,134,24,26.1,229,6.3,87.09,8.5,3,29.7,0,1,0,1,1
"Potatoes, home-prepared from recipe using margarine, au gratin",132,7.6,433,0,119,0.64,396,5.06,11.27,1.8,74,0,0,1,1,0,1
"Soup, prepared with equal volume water, canned, chicken noodle",24,0.8,335,0,5,0.33,24,1.16,2.97,0.5,94.17,0,1,1,1,0,0
"Fast Food, thick crust, cheese topping, 14"" pizza, Pizza Chain",271,11,597,0,179,2.48,169,10.81,33.17,2.2,43.05,3.34,0,0,1,1,1
"Crustaceans, moist heat, cooked, wild, mixed species, crayfish",82,1.2,94,0,60,0.83,296,16.77,0,0,79.37,0,1,1,0,0,0
